agentid,date,agent,department,answered,resolved,speedofanswer,avgtalkduration,satisfaction,callpurpose
ID0916,16/01/2015 17:58,Becky,Fridge,N,N,,,,New Purchase
ID0917,16/01/2015 18:00,Stewart,Television,Y,Y,19,0:01:43,5,Returns
ID0918,16/01/2015 18:00,Becky,Television,Y,Y,34,0:06:45,4,Broken Product
ID0919,17/01/2015 9:51,Becky,Air Conditioner,Y,Y,89,0:03:11,3,Broken Product
ID0920,17/01/2015 9:51,Martha,Washing Machine,Y,Y,116,0:06:18,4,Billing
ID0921,17/01/2015 10:32,Martha,Television,Y,Y,88,0:04:03,4,Broken Product
ID0922,17/01/2015 10:32,Stewart,Television,Y,Y,15,0:03:04,3,Broken Product
ID0923,17/01/2015 11:42,Martha,Washing Machine,Y,Y,59,0:02:17,5,
ID0924,17/01/2015 11:42,Greg,Washing Machine,N,N,,,,How-to
ID0925,17/01/2015 11:42,Martha,Washing Machine,Y,Y,125,0:03:09,2,Broken Product
ID0926,17/01/2015 11:42,Greg,Television,Y,Y,88,0:04:06,4,Returns
ID0927,17/01/2015 11:45,Jim,Television,Y,Y,20,0:04:39,5,Broken Product
ID0928,17/01/2015 11:45,Stewart,Washing Machine,Y,Y,64,0:05:46,3,How-to
ID0929,17/01/2015 12:38,Jim,Television,N,N,,,,New Purchase
ID0930,17/01/2015 12:38,Stewart,Fridge,Y,Y,111,0:02:19,5,How-to
ID0931,17/01/2015 12:44,Joe,Fridge,N,N,,,,Billing
ID0932,17/01/2015 12:44,Jim,Air Conditioner,N,N,,,,How-to
ID0933,17/01/2015 13:29,Joe,Air Conditioner,Y,Y,40,0:03:01,4,How-to
ID0934,17/01/2015 13:29,Martha,Air Conditioner,Y,Y,35,0:03:07,2,Billing
ID0935,17/01/2015 13:30,Martha,Washing Machine,Y,Y,106,0:02:47,5,
ID0936,17/01/2015 13:30,Diane,Toaster,Y,Y,97,0:02:39,2,New Purchase
ID0937,17/01/2015 13:36,Diane,Washing Machine,Y,Y,67,0:01:51,3,New Purchase
ID0938,17/01/2015 13:36,Stewart,Washing Machine,Y,Y,98,0:01:16,5,Broken Product
ID0939,17/01/2015 13:53,Joe,Washing Machine,Y,Y,120,0:02:20,4,How-to
ID0940,17/01/2015 13:53,Becky,Air Conditioner,Y,Y,91,0:00:45,5,Billing
ID0941,17/01/2015 14:00,Martha,Toaster,Y,Y,22,0:04:53,5,How-to
ID0942,17/01/2015 14:00,Diane,Television,Y,N,113,0:02:45,2,Returns
ID0943,17/01/2015 14:18,Diane,Television,N,N,,,,New Purchase
ID0944,17/01/2015 14:18,Jim,Toaster,Y,Y,60,0:01:58,4,Billing
ID0945,17/01/2015 14:28,Diane,Toaster,Y,Y,97,0:02:35,5,Returns
ID0946,17/01/2015 14:28,Becky,Television,Y,Y,118,0:00:52,4,Returns
ID0947,17/01/2015 14:31,Dan,Air Conditioner,Y,Y,19,0:01:21,5,How-to
ID0948,17/01/2015 14:31,Stewart,Washing Machine,N,N,,,,Broken Product
ID0949,17/01/2015 15:00,Greg,Television,N,N,,,,Billing
ID0950,17/01/2015 15:00,Dan,Television,Y,Y,124,0:06:18,4,Returns
ID0951,17/01/2015 15:01,Dan,Toaster,Y,Y,53,0:05:11,2,Broken Product
ID0952,17/01/2015 15:01,Diane,Fridge,Y,Y,61,0:00:38,5,Broken Product
ID0953,17/01/2015 15:21,Joe,Washing Machine,Y,Y,18,0:00:46,1,Returns
ID0954,17/01/2015 15:21,Greg,Fridge,Y,Y,80,0:01:16,3,How-to
ID0955,17/01/2015 16:22,Stewart,Air Conditioner,Y,Y,47,0:04:08,4,How-to
ID0956,17/01/2015 16:22,Stewart,Toaster,Y,Y,101,0:05:20,2,Returns
ID0957,17/01/2015 16:24,Joe,Television,Y,Y,71,0:05:40,3,New Purchase
ID0958,17/01/2015 16:24,Martha,Air Conditioner,Y,Y,44,0:04:07,4,Billing
ID0959,17/01/2015 16:29,Becky,Toaster,Y,Y,14,0:03:00,4,Broken Product
ID0960,17/01/2015 16:29,Martha,Toaster,N,N,,,,How-to
ID0961,17/01/2015 17:06,Jim,Washing Machine,Y,Y,44,0:02:40,2,Billing
ID0962,17/01/2015 17:06,Diane,Fridge,Y,Y,97,0:06:46,4,Billing
ID0963,17/01/2015 17:16,Becky,Television,N,N,,,,Billing
ID0964,17/01/2015 17:16,Diane,Fridge,Y,N,91,0:04:09,3,How-to
ID0965,17/01/2015 17:21,Dan,Toaster,Y,Y,48,0:03:13,3,Billing
ID0966,17/01/2015 17:21,Greg,Washing Machine,Y,Y,45,0:01:39,3,Returns
ID0967,17/01/2015 17:54,Becky,Fridge,Y,Y,60,0:02:00,5,Returns
ID0968,17/01/2015 17:54,Jim,Television,Y,Y,85,0:05:32,4,How-to
ID0969,18/01/2015 9:24,Joe,Fridge,Y,Y,53,0:06:06,4,
ID0970,18/01/2015 9:24,Greg,Washing Machine,Y,N,27,0:06:14,5,Returns
ID0971,18/01/2015 9:24,Joe,Fridge,Y,Y,30,0:04:03,3,
ID0972,18/01/2015 9:24,Dan,Washing Machine,N,N,,,,Returns
ID0973,18/01/2015 9:31,Jim,Fridge,Y,Y,113,0:03:01,5,How-to
ID0974,18/01/2015 9:31,Jim,Air Conditioner,N,N,,,,How-to
ID0975,18/01/2015 9:36,Diane,Fridge,N,N,,,,
ID0976,18/01/2015 9:36,Jim,Television,Y,Y,80,0:06:57,4,
ID0977,18/01/2015 10:16,Stewart,Washing Machine,Y,Y,45,0:07:00,5,Billing
ID0978,18/01/2015 10:16,Joe,Fridge,Y,Y,95,0:02:16,1,How-to
ID0979,18/01/2015 11:28,Martha,Television,N,N,,,,Returns
ID0980,18/01/2015 11:28,Dan,Toaster,Y,Y,33,0:01:28,3,New Purchase
ID0981,18/01/2015 11:47,Stewart,Toaster,N,N,,,,Billing
ID0982,18/01/2015 11:47,Jim,Television,Y,Y,90,0:06:47,3,Returns
ID0983,18/01/2015 11:51,Greg,Toaster,Y,Y,90,0:02:14,3,Returns
ID0984,18/01/2015 11:51,Jim,Television,Y,N,57,0:04:10,1,How-to
ID0985,18/01/2015 11:55,Becky,Fridge,Y,Y,123,0:05:50,2,Broken Product
ID0986,18/01/2015 11:55,Diane,Fridge,Y,Y,39,0:06:51,4,How-to
ID0987,18/01/2015 11:57,Greg,Air Conditioner,Y,N,38,0:02:16,5,Billing
ID0988,18/01/2015 11:57,Diane,Television,Y,Y,26,0:01:35,1,Billing
ID0989,18/01/2015 11:58,Diane,Washing Machine,Y,Y,43,0:02:34,3,Billing
ID0990,18/01/2015 11:58,Jim,Television,Y,Y,89,0:05:53,3,Billing
ID0991,18/01/2015 12:00,Jim,Washing Machine,Y,Y,121,0:05:24,3,Billing
ID0992,18/01/2015 12:00,Jim,Toaster,Y,Y,114,0:03:10,4,Returns
ID0993,18/01/2015 12:34,Stewart,Washing Machine,N,N,,,,Broken Product
ID0994,18/01/2015 12:34,Dan,Air Conditioner,N,N,,,,Returns
ID0995,18/01/2015 12:37,Becky,Television,N,N,,,,New Purchase
ID0996,18/01/2015 12:37,Becky,Fridge,Y,N,101,0:04:36,3,Billing
ID0997,18/01/2015 12:38,Joe,Toaster,Y,Y,87,0:05:19,4,Billing
ID0998,18/01/2015 12:38,Greg,Fridge,Y,Y,22,0:06:02,5,
ID0999,18/01/2015 12:41,Stewart,Television,Y,Y,19,0:03:57,2,How-to
ID1000,18/01/2015 12:41,Becky,Fridge,Y,Y,31,0:02:30,4,Broken Product
ID1001,18/01/2015 12:48,Martha,Toaster,Y,Y,24,0:06:03,4,Broken Product
ID1002,18/01/2015 12:48,Dan,Toaster,Y,N,94,0:04:42,4,Billing
ID1003,18/01/2015 13:10,Dan,Television,Y,Y,79,0:00:47,4,How-to
ID1004,18/01/2015 13:10,Jim,Air Conditioner,N,N,,,,How-to
ID1005,18/01/2015 13:10,Martha,Fridge,Y,Y,87,0:04:40,4,Billing
ID1006,18/01/2015 13:10,Dan,Washing Machine,Y,N,65,0:06:04,4,Billing
ID1007,18/01/2015 14:58,Martha,Washing Machine,Y,Y,36,0:04:23,3,Returns
ID1008,18/01/2015 14:58,Joe,Air Conditioner,N,N,,,,Returns
ID1009,18/01/2015 15:18,Stewart,Television,Y,Y,33,0:02:16,4,Returns
ID1010,18/01/2015 15:18,Becky,Washing Machine,N,N,,,,Billing
ID1011,18/01/2015 15:50,Jim,Fridge,N,N,,,,Broken Product
ID1012,18/01/2015 15:50,Greg,Television,Y,Y,24,0:03:15,5,Broken Product
ID1013,18/01/2015 16:12,Stewart,Fridge,Y,Y,32,0:03:40,5,Returns
ID1014,18/01/2015 16:12,Joe,Washing Machine,Y,N,24,0:03:46,4,Returns
ID1015,18/01/2015 16:49,Stewart,Air Conditioner,Y,Y,96,0:05:29,5,Broken Product
ID1016,18/01/2015 16:49,Joe,Air Conditioner,Y,Y,45,0:02:05,5,Broken Product
ID1017,18/01/2015 17:13,Jim,Fridge,Y,Y,16,0:05:09,1,Broken Product
ID1018,18/01/2015 17:13,Greg,Air Conditioner,Y,Y,75,0:06:56,5,Billing
ID1019,18/01/2015 17:18,Joe,Washing Machine,Y,Y,71,0:00:37,3,Broken Product
ID1020,18/01/2015 17:18,Stewart,Air Conditioner,Y,Y,47,0:02:17,3,Returns
ID1021,18/01/2015 17:18,Stewart,Fridge,Y,Y,54,0:04:48,3,New Purchase
ID1022,18/01/2015 17:18,Becky,Toaster,Y,Y,101,0:04:29,4,Broken Product
ID1023,18/01/2015 17:25,Martha,Television,Y,Y,46,0:02:07,3,How-to
ID1024,18/01/2015 17:25,Becky,Air Conditioner,Y,Y,45,0:06:55,3,How-to
ID1025,18/01/2015 17:26,Martha,Air Conditioner,Y,Y,45,0:05:25,4,New Purchase
ID1026,18/01/2015 17:26,Jim,Fridge,Y,Y,30,0:04:58,5,Billing
ID1027,18/01/2015 17:42,Greg,Air Conditioner,Y,Y,105,0:04:54,4,Billing
ID1028,18/01/2015 17:42,Jim,Toaster,Y,Y,102,0:04:54,4,Returns
ID1029,18/01/2015 17:55,Greg,Toaster,Y,Y,46,0:05:01,3,How-to
ID1030,18/01/2015 17:55,Stewart,Fridge,Y,Y,11,0:00:52,1,Billing
ID1031,19/01/2015 9:02,Dan,Toaster,Y,Y,125,0:06:03,3,How-to
ID1032,19/01/2015 9:02,Stewart,Fridge,Y,Y,112,0:01:53,3,Broken Product
ID1033,19/01/2015 9:15,Becky,Air Conditioner,Y,Y,14,0:01:56,3,How-to
ID1034,19/01/2015 9:15,Joe,Washing Machine,Y,N,10,0:04:43,4,How-to
ID1035,19/01/2015 9:18,Martha,Washing Machine,Y,Y,60,0:00:32,3,Broken Product
ID1036,19/01/2015 9:18,Diane,Television,Y,Y,59,0:05:02,5,Returns
ID1037,19/01/2015 9:36,Stewart,Air Conditioner,Y,Y,87,0:03:43,5,How-to
ID1038,19/01/2015 9:36,Martha,Washing Machine,Y,Y,111,0:03:06,5,Billing
ID1039,19/01/2015 9:44,Joe,Washing Machine,N,N,,,,Returns
ID1040,19/01/2015 9:44,Becky,Toaster,Y,Y,10,0:03:11,2,Returns
ID1041,19/01/2015 10:13,Joe,Air Conditioner,N,N,,,,Broken Product
ID1042,19/01/2015 10:13,Joe,Television,N,N,,,,Broken Product
ID1043,19/01/2015 10:19,Greg,Toaster,Y,Y,116,0:05:48,5,Billing
ID1044,19/01/2015 10:19,Diane,Fridge,Y,N,89,0:03:20,3,Billing
ID1045,19/01/2015 10:33,Becky,Washing Machine,N,N,,,,Returns
ID1046,19/01/2015 10:33,Joe,Washing Machine,Y,N,106,0:03:52,4,Broken Product
ID1047,19/01/2015 10:52,Stewart,Television,N,N,,,,How-to
ID1048,19/01/2015 10:52,Martha,Television,Y,Y,81,0:01:27,4,How-to
ID1049,19/01/2015 11:25,Dan,Washing Machine,N,N,,,,Billing
ID1050,19/01/2015 11:25,Jim,Fridge,Y,Y,96,0:05:39,5,Returns
ID1051,19/01/2015 11:44,Jim,Toaster,Y,Y,64,0:06:06,5,New Purchase
ID1052,19/01/2015 11:44,Jim,Washing Machine,Y,N,79,0:06:49,1,Billing
ID1053,19/01/2015 11:55,Jim,Toaster,Y,Y,98,0:02:23,1,How-to
ID1054,19/01/2015 11:55,Joe,Fridge,Y,Y,91,0:04:00,5,Billing
ID1055,19/01/2015 12:28,Martha,Television,N,N,,,,New Purchase
ID1056,19/01/2015 12:28,Stewart,Washing Machine,Y,Y,84,0:06:44,2,Billing
ID1057,19/01/2015 12:40,Joe,Air Conditioner,Y,Y,47,0:05:58,5,Returns
ID1058,19/01/2015 12:40,Martha,Toaster,Y,Y,42,0:02:06,5,Billing
ID1059,19/01/2015 12:59,Dan,Television,Y,N,45,0:03:44,4,How-to
ID1060,19/01/2015 12:59,Dan,Air Conditioner,N,N,,,,New Purchase
ID1061,19/01/2015 13:14,Jim,Toaster,Y,Y,19,0:01:36,5,How-to
ID1062,19/01/2015 13:14,Greg,Washing Machine,Y,Y,114,0:01:25,3,How-to
ID1063,19/01/2015 13:22,Jim,Fridge,Y,Y,94,0:00:57,5,Billing
ID1064,19/01/2015 13:22,Dan,Toaster,N,N,,,,Billing
ID1065,19/01/2015 13:26,Diane,Television,Y,Y,99,0:02:16,5,Billing
ID1066,19/01/2015 13:26,Diane,Television,Y,Y,23,0:04:32,4,Returns
ID1067,19/01/2015 13:36,Greg,Air Conditioner,N,N,,,,
ID1068,19/01/2015 13:36,Dan,Fridge,Y,Y,80,0:04:52,5,
ID1069,19/01/2015 13:37,Stewart,Toaster,Y,Y,18,0:05:19,3,Returns
ID1070,19/01/2015 13:37,Diane,Washing Machine,N,N,,,,How-to
ID1071,19/01/2015 13:45,Martha,Toaster,Y,Y,104,0:03:33,4,Returns
ID1072,19/01/2015 13:45,Martha,Toaster,Y,Y,116,0:05:45,3,Broken Product
ID1073,19/01/2015 14:22,Stewart,Television,Y,Y,44,0:06:09,5,New Purchase
ID1074,19/01/2015 14:22,Joe,Toaster,Y,Y,91,0:06:43,4,Returns
ID1075,19/01/2015 15:00,Greg,Washing Machine,N,N,,,,New Purchase
ID1076,19/01/2015 15:00,Martha,Air Conditioner,Y,Y,122,0:04:15,3,Billing
ID1077,19/01/2015 15:30,Becky,Television,Y,Y,103,0:02:49,3,
ID1078,19/01/2015 15:30,Becky,Air Conditioner,Y,Y,18,0:02:01,5,Returns
ID1079,19/01/2015 15:34,Jim,Washing Machine,Y,Y,20,0:02:27,4,Broken Product
ID1080,19/01/2015 15:34,Greg,Toaster,Y,Y,93,0:01:41,2,How-to
ID1081,19/01/2015 15:54,Becky,Fridge,N,N,,,,How-to
ID1082,19/01/2015 15:54,Joe,Air Conditioner,Y,Y,63,0:04:20,4,Returns
ID1083,19/01/2015 16:09,Greg,Washing Machine,Y,Y,90,0:06:32,4,Broken Product
ID1084,19/01/2015 16:09,Dan,Washing Machine,Y,Y,43,0:04:00,4,Broken Product
ID1085,19/01/2015 16:40,Jim,Washing Machine,Y,N,105,0:01:50,4,New Purchase
ID1086,19/01/2015 16:40,Joe,Washing Machine,Y,Y,59,0:05:10,5,Broken Product
ID1087,19/01/2015 16:56,Joe,Fridge,Y,Y,115,0:06:47,4,Billing
ID1088,19/01/2015 16:56,Dan,Toaster,Y,Y,106,0:01:51,4,Broken Product
ID1089,19/01/2015 17:15,Becky,Television,Y,Y,35,0:00:59,3,How-to
ID1090,19/01/2015 17:15,Diane,Washing Machine,Y,Y,48,0:06:35,4,
ID1091,19/01/2015 17:24,Jim,Washing Machine,N,N,,,,New Purchase
ID1092,19/01/2015 17:24,Jim,Air Conditioner,Y,Y,56,0:06:38,4,How-to
ID1093,20/01/2015 9:05,Stewart,Air Conditioner,N,N,,,,Broken Product
ID1094,20/01/2015 9:05,Stewart,Fridge,Y,Y,99,0:04:39,4,
ID1095,20/01/2015 9:46,Joe,Fridge,Y,Y,71,0:02:41,3,
ID1096,20/01/2015 9:46,Stewart,Toaster,Y,Y,54,0:04:24,4,Billing
ID1097,20/01/2015 9:46,Greg,Fridge,N,N,,,,Billing
ID1098,20/01/2015 9:46,Dan,Toaster,N,N,,,,New Purchase
ID1099,20/01/2015 9:46,Jim,Television,Y,Y,54,0:01:26,4,Billing
ID1100,20/01/2015 9:46,Joe,Air Conditioner,Y,Y,62,0:01:49,2,Returns
ID1101,20/01/2015 10:22,Stewart,Toaster,Y,Y,24,0:04:08,4,
ID1102,20/01/2015 10:22,Jim,Fridge,Y,Y,94,0:04:10,5,New Purchase
ID1103,20/01/2015 11:24,Becky,Toaster,Y,Y,43,0:00:56,3,Billing
ID1104,20/01/2015 11:24,Martha,Television,N,N,,,,How-to
ID1105,20/01/2015 12:00,Joe,Television,Y,Y,58,0:04:14,5,Broken Product
ID1106,20/01/2015 12:00,Greg,Toaster,Y,Y,15,0:06:35,1,New Purchase
ID1107,20/01/2015 12:07,Becky,Washing Machine,Y,Y,102,0:01:16,1,New Purchase
ID1108,20/01/2015 12:07,Greg,Washing Machine,Y,Y,40,0:05:22,2,
ID1109,20/01/2015 12:27,Diane,Air Conditioner,Y,Y,63,0:04:50,2,Billing
ID1110,20/01/2015 12:27,Martha,Television,Y,Y,77,0:06:22,4,Billing
ID1111,20/01/2015 12:59,Martha,Air Conditioner,Y,Y,93,0:05:30,4,How-to
ID1112,20/01/2015 12:59,Becky,Television,Y,Y,101,0:03:22,5,Broken Product
ID1113,20/01/2015 13:00,Stewart,Toaster,Y,Y,34,0:00:34,5,
ID1114,20/01/2015 13:00,Stewart,Toaster,Y,Y,64,0:01:34,5,Billing
ID1115,20/01/2015 13:26,Greg,Air Conditioner,Y,N,25,0:06:32,3,New Purchase
ID1116,20/01/2015 13:26,Jim,Fridge,Y,Y,122,0:02:13,4,Returns
ID1117,20/01/2015 13:26,Stewart,Television,Y,Y,36,0:01:01,4,Broken Product
ID1118,20/01/2015 13:26,Stewart,Washing Machine,Y,Y,37,0:01:34,3,Billing
ID1119,20/01/2015 13:59,Joe,Television,Y,Y,112,0:06:46,3,
ID1120,20/01/2015 13:59,Diane,Toaster,N,N,,,,How-to
ID1121,20/01/2015 14:03,Jim,Fridge,Y,Y,57,0:04:53,3,Returns
ID1122,20/01/2015 14:03,Jim,Fridge,Y,Y,14,0:02:28,3,Broken Product
ID1123,20/01/2015 16:00,Becky,Fridge,Y,Y,72,0:04:11,2,New Purchase
ID1124,20/01/2015 16:00,Becky,Fridge,Y,Y,60,0:06:32,3,Broken Product
ID1125,20/01/2015 16:20,Becky,Toaster,Y,Y,52,0:02:57,5,How-to
ID1126,20/01/2015 16:20,Stewart,Washing Machine,N,N,,,,Billing
ID1127,20/01/2015 17:42,Joe,Television,Y,Y,73,0:00:45,3,Broken Product
ID1128,20/01/2015 17:42,Becky,Washing Machine,Y,Y,108,0:02:20,4,
ID1129,20/01/2015 17:55,Joe,Television,Y,Y,50,0:01:48,4,Returns
ID1130,20/01/2015 17:55,Stewart,Air Conditioner,N,N,,,,Billing
ID1131,20/01/2015 17:57,Joe,Fridge,Y,N,100,0:04:04,2,Broken Product
ID1132,20/01/2015 17:57,Joe,Air Conditioner,Y,Y,69,0:01:22,3,Billing
ID1133,21/01/2015 9:20,Becky,Television,Y,Y,39,0:02:11,1,Broken Product
ID1134,21/01/2015 9:20,Jim,Air Conditioner,Y,Y,71,0:02:54,5,Broken Product
ID1135,21/01/2015 9:37,Dan,Television,N,N,,,,Broken Product
ID1136,21/01/2015 9:37,Greg,Air Conditioner,Y,Y,79,0:01:19,5,How-to
ID1137,21/01/2015 9:56,Martha,Washing Machine,Y,Y,57,0:05:24,3,New Purchase
ID1138,21/01/2015 9:56,Diane,Fridge,Y,Y,82,0:04:53,4,Broken Product
ID1139,21/01/2015 10:14,Jim,Washing Machine,Y,Y,73,0:03:13,1,
ID1140,21/01/2015 10:14,Jim,Air Conditioner,Y,Y,110,0:02:11,5,Returns
ID1141,21/01/2015 10:19,Martha,Fridge,Y,Y,106,0:01:49,5,How-to
ID1142,21/01/2015 10:19,Jim,Television,Y,Y,92,0:02:13,4,Broken Product
ID1143,21/01/2015 10:24,Greg,Television,Y,Y,28,0:06:00,4,How-to
ID1144,21/01/2015 10:24,Martha,Washing Machine,Y,Y,108,0:06:02,1,Billing
ID1145,21/01/2015 10:53,Becky,Television,Y,Y,57,0:01:47,4,Billing
ID1146,21/01/2015 10:53,Martha,Washing Machine,Y,Y,109,0:05:56,3,Billing
ID1147,21/01/2015 10:59,Greg,Washing Machine,Y,Y,55,0:01:37,2,
ID1148,21/01/2015 10:59,Martha,Air Conditioner,N,N,,,,How-to
ID1149,21/01/2015 11:15,Dan,Toaster,Y,Y,68,0:06:53,1,How-to
ID1150,21/01/2015 11:15,Jim,Fridge,Y,N,46,0:00:34,3,Broken Product
ID1151,21/01/2015 12:02,Jim,Air Conditioner,Y,Y,30,0:04:59,3,How-to
ID1152,21/01/2015 12:02,Martha,Fridge,Y,Y,107,0:00:50,4,Returns
ID1153,21/01/2015 12:02,Greg,Air Conditioner,Y,Y,122,0:06:25,5,Broken Product
ID1154,21/01/2015 12:02,Martha,Fridge,N,N,,,,Billing
ID1155,21/01/2015 12:07,Stewart,Air Conditioner,Y,Y,18,0:00:37,5,How-to
ID1156,21/01/2015 12:07,Joe,Television,N,N,,,,Broken Product
ID1157,21/01/2015 15:47,Joe,Toaster,N,N,,,,How-to
ID1158,21/01/2015 15:47,Joe,Air Conditioner,N,N,,,,Broken Product
ID1159,21/01/2015 15:48,Martha,Air Conditioner,N,N,,,,Returns
ID1160,21/01/2015 15:48,Stewart,Television,Y,Y,99,0:02:14,4,Returns
ID1161,21/01/2015 16:03,Dan,Washing Machine,Y,Y,52,0:01:47,2,
ID1162,21/01/2015 16:03,Martha,Fridge,N,N,,,,How-to
ID1163,21/01/2015 16:20,Becky,Toaster,N,N,,,,New Purchase
ID1164,21/01/2015 16:20,Jim,Washing Machine,Y,Y,79,0:00:47,3,New Purchase
ID1165,21/01/2015 16:29,Martha,Television,Y,Y,112,0:02:51,5,Returns
ID1166,21/01/2015 16:29,Diane,Toaster,Y,Y,16,0:04:23,3,New Purchase
ID1167,21/01/2015 16:46,Joe,Washing Machine,Y,Y,22,0:06:58,3,
ID1168,21/01/2015 16:46,Dan,Washing Machine,Y,Y,115,0:01:25,1,
ID1169,21/01/2015 17:11,Dan,Air Conditioner,Y,Y,125,0:04:37,4,Broken Product
ID1170,21/01/2015 17:11,Martha,Toaster,Y,Y,68,0:05:06,3,
ID1171,21/01/2015 17:26,Jim,Air Conditioner,Y,Y,44,0:01:16,4,Billing
ID1172,21/01/2015 17:26,Becky,Air Conditioner,N,N,,,,Returns
ID1173,21/01/2015 17:26,Stewart,Television,Y,Y,119,0:00:42,4,Returns
ID1174,21/01/2015 17:26,Martha,Television,Y,Y,62,0:00:54,5,
ID1175,21/01/2015 17:26,Greg,Television,Y,Y,84,0:06:04,5,Billing
ID1176,21/01/2015 17:26,Martha,Air Conditioner,N,N,,,,New Purchase
ID1177,21/01/2015 17:36,Greg,Television,Y,Y,75,0:06:28,4,Billing
ID1178,21/01/2015 17:36,Martha,Toaster,Y,Y,114,0:02:54,4,Returns
ID1179,21/01/2015 17:38,Dan,Air Conditioner,N,N,,,,Billing
ID1180,21/01/2015 17:38,Stewart,Fridge,Y,Y,21,0:02:10,4,Returns
ID1181,22/01/2015 9:11,Stewart,Air Conditioner,N,N,,,,Broken Product
ID1182,22/01/2015 9:11,Diane,Fridge,Y,Y,20,0:01:08,3,Broken Product
ID1183,22/01/2015 9:11,Diane,Air Conditioner,Y,Y,112,0:03:37,1,Billing
ID1184,22/01/2015 9:11,Becky,Television,Y,Y,85,0:05:24,4,
ID1185,22/01/2015 9:24,Martha,Fridge,Y,Y,34,0:06:07,3,New Purchase
ID1186,22/01/2015 9:24,Diane,Television,Y,Y,53,0:05:02,4,New Purchase
ID1187,22/01/2015 9:48,Martha,Television,Y,Y,103,0:02:14,5,Returns
ID1188,22/01/2015 9:48,Becky,Washing Machine,Y,Y,98,0:06:53,4,Billing
ID1189,22/01/2015 9:59,Becky,Air Conditioner,Y,Y,23,0:04:44,1,New Purchase
ID1190,22/01/2015 9:59,Martha,Fridge,Y,Y,53,0:01:17,2,Broken Product
ID1191,22/01/2015 10:37,Becky,Air Conditioner,N,N,,,,Broken Product
ID1192,22/01/2015 10:37,Diane,Washing Machine,Y,N,55,0:04:40,4,Billing
ID1193,22/01/2015 11:39,Martha,Fridge,Y,Y,77,0:05:02,5,How-to
ID1194,22/01/2015 11:39,Becky,Air Conditioner,Y,Y,46,0:06:05,3,Billing
ID1195,22/01/2015 11:42,Greg,Air Conditioner,N,N,,,,New Purchase
ID1196,22/01/2015 11:42,Martha,Toaster,Y,Y,39,0:05:05,4,How-to
ID1197,22/01/2015 11:55,Greg,Toaster,Y,Y,13,0:07:00,3,Broken Product
ID1198,22/01/2015 11:55,Jim,Fridge,Y,Y,84,0:05:34,5,Billing
ID1199,22/01/2015 11:55,Dan,Fridge,Y,Y,60,0:04:46,3,Returns
ID1200,22/01/2015 11:55,Dan,Fridge,Y,Y,32,0:00:35,5,Broken Product
ID1201,22/01/2015 12:47,Stewart,Air Conditioner,N,N,,,,Broken Product
ID1202,22/01/2015 12:47,Greg,Washing Machine,N,N,,,,Broken Product
ID1203,22/01/2015 14:19,Joe,Fridge,N,N,,,,Billing
ID1204,22/01/2015 14:19,Dan,Toaster,Y,Y,67,0:06:42,4,Broken Product
ID1205,22/01/2015 14:22,Stewart,Television,Y,N,94,0:03:58,4,Returns
ID1206,22/01/2015 14:22,Stewart,Television,Y,Y,92,0:06:10,1,Returns
ID1207,22/01/2015 14:44,Becky,Television,Y,Y,35,0:01:10,3,Returns
ID1208,22/01/2015 14:44,Diane,Fridge,Y,Y,57,0:01:21,5,Broken Product
ID1209,22/01/2015 14:48,Stewart,Television,N,N,,,,Broken Product
ID1210,22/01/2015 14:48,Jim,Fridge,Y,Y,15,0:04:55,4,New Purchase
ID1211,22/01/2015 14:49,Becky,Fridge,Y,N,54,0:03:15,5,Returns
ID1212,22/01/2015 14:49,Greg,Toaster,Y,Y,99,0:01:00,1,How-to
ID1213,22/01/2015 15:30,Martha,Washing Machine,N,N,,,,Billing
ID1214,22/01/2015 15:30,Jim,Television,N,N,,,,Broken Product
ID1215,22/01/2015 15:56,Martha,Television,N,N,,,,Broken Product
ID1216,22/01/2015 15:56,Martha,Fridge,N,N,,,,Broken Product
ID1217,22/01/2015 16:01,Martha,Toaster,N,N,,,,Broken Product
ID1218,22/01/2015 16:01,Becky,Television,Y,Y,78,0:01:05,5,Broken Product
ID1219,22/01/2015 16:39,Greg,Fridge,N,N,,,,How-to
ID1220,22/01/2015 16:39,Jim,Toaster,Y,N,35,0:05:09,5,Broken Product
ID1221,22/01/2015 16:50,Becky,Washing Machine,N,N,,,,How-to
ID1222,22/01/2015 16:50,Stewart,Washing Machine,Y,Y,33,0:06:09,5,Broken Product
ID1223,22/01/2015 16:56,Greg,Television,Y,Y,72,0:04:09,5,Billing
ID1224,22/01/2015 16:56,Joe,Air Conditioner,Y,N,82,0:05:02,1,How-to
ID1225,22/01/2015 17:25,Greg,Fridge,N,N,,,,
ID1226,22/01/2015 17:25,Greg,Toaster,Y,Y,115,0:04:12,5,How-to
ID1227,22/01/2015 17:38,Diane,Television,Y,Y,64,0:01:42,3,Broken Product
ID1228,22/01/2015 17:38,Martha,Air Conditioner,N,N,,,,Billing
ID1229,22/01/2015 17:47,Jim,Toaster,Y,Y,71,0:04:01,2,Returns
ID1230,22/01/2015 17:47,Becky,Television,Y,N,50,0:05:08,3,
ID1231,23/01/2015 9:31,Greg,Television,Y,Y,116,0:01:13,2,Broken Product
ID1232,23/01/2015 9:31,Martha,Fridge,Y,Y,52,0:01:27,5,Billing
