Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating,J,K
ID0923,17JAN15:11:42:43,Martha,Washing Machine,Y,Y,59,0:02:17,5,,
ID0925,17JAN15:11:42:43,Martha,Washing Machine,Y,Y,125,0:03:09,2,,
ID0926,17JAN15:11:42:43,Greg,Television,Y,Y,88,0:04:06,4,,
ID0927,17JAN15:11:45:36,Jim,Television,Y,Y,20,0:04:39,5,,
ID0928,17JAN15:11:45:36,Stewart,Washing Machine,Y,Y,64,0:05:46,3,,
ID0930,17JAN15:12:38:53,Stewart,Fridge,Y,Y,111,0:02:19,5,,
ID0933,17JAN15:13:29:17,Joe,Air Conditioner,Y,Y,40,0:03:01,4,,
ID0934,17JAN15:13:29:17,Martha,Air Conditioner,Y,Y,35,0:03:07,2,,
ID0935,17JAN15:13:30:43,Martha,Washing Machine,Y,Y,106,0:02:47,5,,
ID0936,17JAN15:13:30:43,Diane,Toaster,Y,Y,97,0:02:39,2,,
ID0937,17JAN15:13:36:29,Diane,Washing Machine,Y,Y,67,0:01:51,3,,
ID0938,17JAN15:13:36:29,Stewart,Washing Machine,Y,Y,98,0:01:16,5,,
ID0939,17JAN15:13:53:46,Joe,Washing Machine,Y,Y,120,0:02:20,4,,
ID0940,17JAN15:13:53:46,Becky,Air Conditioner,Y,Y,91,0:00:45,5,,
ID0941,17JAN15:14:00:58,Martha,Toaster,Y,Y,22,0:04:53,5,,
ID0942,17JAN15:14:00:58,Diane,Television,Y,N,113,0:02:45,2,,
ID0944,17JAN15:14:18:14,Jim,Toaster,Y,Y,60,0:01:58,4,,
ID0945,17JAN15:14:28:19,Diane,Toaster,Y,Y,97,0:02:35,5,,
ID0946,17JAN15:14:28:19,Becky,Television,Y,Y,118,0:00:52,4,,
ID0947,17JAN15:14:31:12,Dan,Air Conditioner,Y,Y,19,0:01:21,5,,
ID0950,17JAN15:15:00:00,Dan,Television,Y,Y,124,0:06:18,4,,
ID0951,17JAN15:15:01:26,Dan,Toaster,Y,Y,53,0:05:11,2,,
ID0952,17JAN15:15:01:26,Diane,Fridge,Y,Y,61,0:00:38,5,,
ID0953,17JAN15:15:21:36,Joe,Washing Machine,Y,Y,18,0:00:46,1,,
ID0954,17JAN15:15:21:36,Greg,Fridge,Y,Y,80,0:01:16,3,,
ID0955,17JAN15:16:22:05,Stewart,Air Conditioner,Y,Y,47,0:04:08,4,,
ID0956,17JAN15:16:22:05,Stewart,Toaster,Y,Y,101,0:05:20,2,,
ID0957,17JAN15:16:24:58,Joe,Television,Y,Y,71,0:05:40,3,,
ID0958,17JAN15:16:24:58,Martha,Air Conditioner,Y,Y,44,0:04:07,4,,
ID0959,17JAN15:16:29:17,Becky,Toaster,Y,Y,14,0:03:00,4,,
ID0961,17JAN15:17:06:43,Jim,Washing Machine,Y,Y,44,0:02:40,2,,
ID0962,17JAN15:17:06:43,Diane,Fridge,Y,Y,97,0:06:46,4,,
ID0964,17JAN15:17:16:48,Diane,Fridge,Y,N,91,0:04:09,3,,
ID0965,17JAN15:17:21:07,Dan,Toaster,Y,Y,48,0:03:13,3,,
ID0966,17JAN15:17:21:07,Greg,Washing Machine,Y,Y,45,0:01:39,3,,
ID0967,17JAN15:17:54:14,Becky,Fridge,Y,Y,60,0:02:00,5,,
ID0968,17JAN15:17:54:14,Jim,Television,Y,Y,85,0:05:32,4,,
ID0969,18JAN15:09:24:29,Joe,Fridge,Y,Y,53,0:06:06,4,,
ID0970,18JAN15:09:24:29,Greg,Washing Machine,Y,N,27,0:06:14,5,,
ID0971,18JAN15:09:24:29,Joe,Fridge,Y,Y,30,0:04:03,3,,
ID0973,18JAN15:09:31:41,Jim,Fridge,Y,Y,113,0:03:01,5,,
ID0976,18JAN15:09:36:00,Jim,Television,Y,Y,80,0:06:57,4,,
ID0977,18JAN15:10:16:19,Stewart,Washing Machine,Y,Y,45,0:07:00,5,,
ID0978,18JAN15:10:16:19,Joe,Fridge,Y,Y,95,0:02:16,1,,
ID0980,18JAN15:11:28:19,Dan,Toaster,Y,Y,33,0:01:28,3,,
ID0982,18JAN15:11:47:02,Jim,Television,Y,Y,90,0:06:47,3,,
ID0983,18JAN15:11:51:22,Greg,Toaster,Y,Y,90,0:02:14,3,,
ID0984,18JAN15:11:51:22,Jim,Television,Y,N,57,0:04:10,1,,
ID0985,18JAN15:11:55:41,Becky,Fridge,Y,Y,123,0:05:50,2,,
ID0986,18JAN15:11:55:41,Diane,Fridge,Y,Y,39,0:06:51,4,,
ID0987,18JAN15:11:57:07,Greg,Air Conditioner,Y,N,38,0:02:16,5,,
ID0988,18JAN15:11:57:07,Diane,Television,Y,Y,26,0:01:35,1,,
ID0989,18JAN15:11:58:34,Diane,Washing Machine,Y,Y,43,0:02:34,3,,
ID0990,18JAN15:11:58:34,Jim,Television,Y,Y,89,0:05:53,3,,
ID0991,18JAN15:12:00:00,Jim,Washing Machine,Y,Y,121,0:05:24,3,,
ID0992,18JAN15:12:00:00,Jim,Toaster,Y,Y,114,0:03:10,4,,
ID0996,18JAN15:12:37:26,Becky,Fridge,Y,N,101,0:04:36,3,,
ID0997,18JAN15:12:38:53,Joe,Toaster,Y,Y,87,0:05:19,4,,
ID0998,18JAN15:12:38:53,Greg,Fridge,Y,Y,22,0:06:02,5,,
ID0999,18JAN15:12:41:46,Stewart,Television,Y,Y,19,0:03:57,2,,
ID1000,18JAN15:12:41:46,Becky,Fridge,Y,Y,31,0:02:30,4,,
ID1001,18JAN15:12:48:58,Martha,Toaster,Y,Y,24,0:06:03,4,,
ID1002,18JAN15:12:48:58,Dan,Toaster,Y,N,94,0:04:42,4,,
ID1003,18JAN15:13:10:34,Dan,Television,Y,Y,79,0:00:47,4,,
ID1005,18JAN15:13:10:34,Martha,Fridge,Y,Y,87,0:04:40,4,,
ID1006,18JAN15:13:10:34,Dan,Washing Machine,Y,N,65,0:06:04,4,,
ID1007,18JAN15:14:58:34,Martha,Washing Machine,Y,Y,36,0:04:23,3,,
ID1009,18JAN15:15:18:43,Stewart,Television,Y,Y,33,0:02:16,4,,
ID1012,18JAN15:15:50:24,Greg,Television,Y,Y,24,0:03:15,5,,
ID1013,18JAN15:16:12:00,Stewart,Fridge,Y,Y,32,0:03:40,5,,
ID1014,18JAN15:16:12:00,Joe,Washing Machine,Y,N,24,0:03:46,4,,
ID1015,18JAN15:16:49:26,Stewart,Air Conditioner,Y,Y,96,0:05:29,5,,
ID1016,18JAN15:16:49:26,Joe,Air Conditioner,Y,Y,45,0:02:05,5,,
ID1017,18JAN15:17:13:55,Jim,Fridge,Y,Y,16,0:05:09,1,,
ID1018,18JAN15:17:13:55,Greg,Air Conditioner,Y,Y,75,0:06:56,5,,
ID1019,18JAN15:17:18:14,Joe,Washing Machine,Y,Y,71,0:00:37,3,,
ID1020,18JAN15:17:18:14,Stewart,Air Conditioner,Y,Y,47,0:02:17,3,,
ID1021,18JAN15:17:18:14,Stewart,Fridge,Y,Y,54,0:04:48,3,,
ID1022,18JAN15:17:18:14,Becky,Toaster,Y,Y,101,0:04:29,4,,
ID1023,18JAN15:17:25:26,Martha,Television,Y,Y,46,0:02:07,3,,
ID1024,18JAN15:17:25:26,Becky,Air Conditioner,Y,Y,45,0:06:55,3,,
ID1025,18JAN15:17:26:53,Martha,Air Conditioner,Y,Y,45,0:05:25,4,,
ID1026,18JAN15:17:26:53,Jim,Fridge,Y,Y,30,0:04:58,5,,
ID1027,18JAN15:17:42:43,Greg,Air Conditioner,Y,Y,105,0:04:54,4,,
ID1028,18JAN15:17:42:43,Jim,Toaster,Y,Y,102,0:04:54,4,,
ID1029,18JAN15:17:55:41,Greg,Toaster,Y,Y,46,0:05:01,3,,
ID1030,18JAN15:17:55:41,Stewart,Fridge,Y,Y,11,0:00:52,1,,
ID1031,19JAN15:09:02:53,Dan,Toaster,Y,Y,125,0:06:03,3,,
ID1032,19JAN15:09:02:53,Stewart,Fridge,Y,Y,112,0:01:53,3,,
ID1033,19JAN15:09:15:50,Becky,Air Conditioner,Y,Y,14,0:01:56,3,,
ID1034,19JAN15:09:15:50,Joe,Washing Machine,Y,N,10,0:04:43,4,,
ID1035,19JAN15:09:18:43,Martha,Washing Machine,Y,Y,60,0:00:32,3,,
ID1036,19JAN15:09:18:43,Diane,Television,Y,Y,59,0:05:02,5,,
ID1037,19JAN15:09:36:00,Stewart,Air Conditioner,Y,Y,87,0:03:43,5,,
ID1038,19JAN15:09:36:00,Martha,Washing Machine,Y,Y,111,0:03:06,5,,
ID1040,19JAN15:09:44:38,Becky,Toaster,Y,Y,10,0:03:11,2,,
ID1043,19JAN15:10:19:12,Greg,Toaster,Y,Y,116,0:05:48,5,,
ID1044,19JAN15:10:19:12,Diane,Fridge,Y,N,89,0:03:20,3,,
ID1046,19JAN15:10:33:36,Joe,Washing Machine,Y,N,106,0:03:52,4,,
ID1048,19JAN15:10:52:19,Martha,Television,Y,Y,81,0:01:27,4,,
ID1050,19JAN15:11:25:26,Jim,Fridge,Y,Y,96,0:05:39,5,,
ID1051,19JAN15:11:44:10,Jim,Toaster,Y,Y,64,0:06:06,5,,
ID1052,19JAN15:11:44:10,Jim,Washing Machine,Y,N,79,0:06:49,1,,
ID1053,19JAN15:11:55:41,Jim,Toaster,Y,Y,98,0:02:23,1,,
ID1054,19JAN15:11:55:41,Joe,Fridge,Y,Y,91,0:04:00,5,,
ID1056,19JAN15:12:28:48,Stewart,Washing Machine,Y,Y,84,0:06:44,2,,
ID1057,19JAN15:12:40:19,Joe,Air Conditioner,Y,Y,47,0:05:58,5,,
ID1058,19JAN15:12:40:19,Martha,Toaster,Y,Y,42,0:02:06,5,,
ID1059,19JAN15:12:59:02,Dan,Television,Y,N,45,0:03:44,4,,
ID1061,19JAN15:13:14:53,Jim,Toaster,Y,Y,19,0:01:36,5,,
ID1062,19JAN15:13:14:53,Greg,Washing Machine,Y,Y,114,0:01:25,3,,
ID1063,19JAN15:13:22:05,Jim,Fridge,Y,Y,94,0:00:57,5,,
ID1065,19JAN15:13:26:24,Diane,Television,Y,Y,99,0:02:16,5,,
ID1066,19JAN15:13:26:24,Diane,Television,Y,Y,23,0:04:32,4,,
ID1068,19JAN15:13:36:29,Dan,Fridge,Y,Y,80,0:04:52,5,,
ID1069,19JAN15:13:37:55,Stewart,Toaster,Y,Y,18,0:05:19,3,,
ID1071,19JAN15:13:45:07,Martha,Toaster,Y,Y,104,0:03:33,4,,
ID1072,19JAN15:13:45:07,Martha,Toaster,Y,Y,116,0:05:45,3,,
ID1073,19JAN15:14:22:34,Stewart,Television,Y,Y,44,0:06:09,5,,
ID1074,19JAN15:14:22:34,Joe,Toaster,Y,Y,91,0:06:43,4,,
ID1076,19JAN15:15:00:00,Martha,Air Conditioner,Y,Y,122,0:04:15,3,,
ID1077,19JAN15:15:30:14,Becky,Television,Y,Y,103,0:02:49,3,,
ID1078,19JAN15:15:30:14,Becky,Air Conditioner,Y,Y,18,0:02:01,5,,
ID1079,19JAN15:15:34:34,Jim,Washing Machine,Y,Y,20,0:02:27,4,,
ID1080,19JAN15:15:34:34,Greg,Toaster,Y,Y,93,0:01:41,2,,
ID1082,19JAN15:15:54:43,Joe,Air Conditioner,Y,Y,63,0:04:20,4,,
ID1083,19JAN15:16:09:07,Greg,Washing Machine,Y,Y,90,0:06:32,4,,
ID1084,19JAN15:16:09:07,Dan,Washing Machine,Y,Y,43,0:04:00,4,,
ID1085,19JAN15:16:40:48,Jim,Washing Machine,Y,N,105,0:01:50,4,,
ID1086,19JAN15:16:40:48,Joe,Washing Machine,Y,Y,59,0:05:10,5,,
ID1087,19JAN15:16:56:38,Joe,Fridge,Y,Y,115,0:06:47,4,,
ID1088,19JAN15:16:56:38,Dan,Toaster,Y,Y,106,0:01:51,4,,
ID1089,19JAN15:17:15:22,Becky,Television,Y,Y,35,0:00:59,3,,
ID1090,19JAN15:17:15:22,Diane,Washing Machine,Y,Y,48,0:06:35,4,,
ID1092,19JAN15:17:24:00,Jim,Air Conditioner,Y,Y,56,0:06:38,4,,
ID1094,20JAN15:09:05:46,Stewart,Fridge,Y,Y,99,0:04:39,4,,
ID1095,20JAN15:09:46:05,Joe,Fridge,Y,Y,71,0:02:41,3,,
ID1096,20JAN15:09:46:05,Stewart,Toaster,Y,Y,54,0:04:24,4,,
ID1099,20JAN15:09:46:05,Jim,Television,Y,Y,54,0:01:26,4,,
ID1100,20JAN15:09:46:05,Joe,Air Conditioner,Y,Y,62,0:01:49,2,,
ID1101,20JAN15:10:22:05,Stewart,Toaster,Y,Y,24,0:04:08,4,,
ID1102,20JAN15:10:22:05,Jim,Fridge,Y,Y,94,0:04:10,5,,
ID1103,20JAN15:11:24:00,Becky,Toaster,Y,Y,43,0:00:56,3,,
ID1105,20JAN15:12:00:00,Joe,Television,Y,Y,58,0:04:14,5,,
ID1106,20JAN15:12:00:00,Greg,Toaster,Y,Y,15,0:06:35,1,,
ID1107,20JAN15:12:07:12,Becky,Washing Machine,Y,Y,102,0:01:16,1,,
ID1108,20JAN15:12:07:12,Greg,Washing Machine,Y,Y,40,0:05:22,2,,
ID1109,20JAN15:12:27:22,Diane,Air Conditioner,Y,Y,63,0:04:50,2,,
ID1110,20JAN15:12:27:22,Martha,Television,Y,Y,77,0:06:22,4,,
ID1111,20JAN15:12:59:02,Martha,Air Conditioner,Y,Y,93,0:05:30,4,,
ID1112,20JAN15:12:59:02,Becky,Television,Y,Y,101,0:03:22,5,,
ID1113,20JAN15:13:00:29,Stewart,Toaster,Y,Y,34,0:00:34,5,,
ID1114,20JAN15:13:00:29,Stewart,Toaster,Y,Y,64,0:01:34,5,,
ID1115,20JAN15:13:26:24,Greg,Air Conditioner,Y,N,25,0:06:32,3,,
ID1116,20JAN15:13:26:24,Jim,Fridge,Y,Y,122,0:02:13,4,,
ID1117,20JAN15:13:26:24,Stewart,Television,Y,Y,36,0:01:01,4,,
ID1118,20JAN15:13:26:24,Stewart,Washing Machine,Y,Y,37,0:01:34,3,,
ID1119,20JAN15:13:59:31,Joe,Television,Y,Y,112,0:06:46,3,,
ID1121,20JAN15:14:03:50,Jim,Fridge,Y,Y,57,0:04:53,3,,
ID1122,20JAN15:14:03:50,Jim,Fridge,Y,Y,14,0:02:28,3,,
ID1123,20JAN15:16:00:29,Becky,Fridge,Y,Y,72,0:04:11,2,,
ID1124,20JAN15:16:00:29,Becky,Fridge,Y,Y,60,0:06:32,3,,
ID1125,20JAN15:16:20:38,Becky,Toaster,Y,Y,52,0:02:57,5,,
ID1127,20JAN15:17:42:43,Joe,Television,Y,Y,73,0:00:45,3,,
ID1128,20JAN15:17:42:43,Becky,Washing Machine,Y,Y,108,0:02:20,4,,
ID1129,20JAN15:17:55:41,Joe,Television,Y,Y,50,0:01:48,4,,
ID1131,20JAN15:17:57:07,Joe,Fridge,Y,N,100,0:04:04,2,,
ID1132,20JAN15:17:57:07,Joe,Air Conditioner,Y,Y,69,0:01:22,3,,
ID1133,21JAN15:09:20:10,Becky,Television,Y,Y,39,0:02:11,1,,
ID1134,21JAN15:09:20:10,Jim,Air Conditioner,Y,Y,71,0:02:54,5,,
ID1136,21JAN15:09:37:26,Greg,Air Conditioner,Y,Y,79,0:01:19,5,,
ID1137,21JAN15:09:56:10,Martha,Washing Machine,Y,Y,57,0:05:24,3,,
ID1138,21JAN15:09:56:10,Diane,Fridge,Y,Y,82,0:04:53,4,,
ID1139,21JAN15:10:14:53,Jim,Washing Machine,Y,Y,73,0:03:13,1,,
ID1140,21JAN15:10:14:53,Jim,Air Conditioner,Y,Y,110,0:02:11,5,,
ID1141,21JAN15:10:19:12,Martha,Fridge,Y,Y,106,0:01:49,5,,
ID1142,21JAN15:10:19:12,Jim,Television,Y,Y,92,0:02:13,4,,
ID1143,21JAN15:10:24:58,Greg,Television,Y,Y,28,0:06:00,4,,
ID1144,21JAN15:10:24:58,Martha,Washing Machine,Y,Y,108,0:06:02,1,,
ID1145,21JAN15:10:53:46,Becky,Television,Y,Y,57,0:01:47,4,,
ID1146,21JAN15:10:53:46,Martha,Washing Machine,Y,Y,109,0:05:56,3,,
ID1147,21JAN15:10:59:31,Greg,Washing Machine,Y,Y,55,0:01:37,2,,
ID1149,21JAN15:11:15:22,Dan,Toaster,Y,Y,68,0:06:53,1,,
ID1150,21JAN15:11:15:22,Jim,Fridge,Y,N,46,0:00:34,3,,
ID1151,21JAN15:12:02:53,Jim,Air Conditioner,Y,Y,30,0:04:59,3,,
ID1152,21JAN15:12:02:53,Martha,Fridge,Y,Y,107,0:00:50,4,,
ID1153,21JAN15:12:02:53,Greg,Air Conditioner,Y,Y,122,0:06:25,5,,
ID1155,21JAN15:12:07:12,Stewart,Air Conditioner,Y,Y,18,0:00:37,5,,
ID1160,21JAN15:15:48:58,Stewart,Television,Y,Y,99,0:02:14,4,,
ID1161,21JAN15:16:03:22,Dan,Washing Machine,Y,Y,52,0:01:47,2,,
ID1164,21JAN15:16:20:38,Jim,Washing Machine,Y,Y,79,0:00:47,3,,
ID1165,21JAN15:16:29:17,Martha,Television,Y,Y,112,0:02:51,5,,
ID1166,21JAN15:16:29:17,Diane,Toaster,Y,Y,16,0:04:23,3,,
ID1167,21JAN15:16:46:34,Joe,Washing Machine,Y,Y,22,0:06:58,3,,
ID1168,21JAN15:16:46:34,Dan,Washing Machine,Y,Y,115,0:01:25,1,,
ID1169,21JAN15:17:11:02,Dan,Air Conditioner,Y,Y,125,0:04:37,4,,
ID1170,21JAN15:17:11:02,Martha,Toaster,Y,Y,68,0:05:06,3,,
ID1171,21JAN15:17:26:53,Jim,Air Conditioner,Y,Y,44,0:01:16,4,,
ID1173,21JAN15:17:26:53,Stewart,Television,Y,Y,119,0:00:42,4,,
ID1174,21JAN15:17:26:53,Martha,Television,Y,Y,62,0:00:54,5,,
ID1175,21JAN15:17:26:53,Greg,Television,Y,Y,84,0:06:04,5,,
ID1177,21JAN15:17:36:58,Greg,Television,Y,Y,75,0:06:28,4,,
ID1178,21JAN15:17:36:58,Martha,Toaster,Y,Y,114,0:02:54,4,,
ID1180,21JAN15:17:38:24,Stewart,Fridge,Y,Y,21,0:02:10,4,,
ID1182,22JAN15:09:11:31,Diane,Fridge,Y,Y,20,0:01:08,3,,
ID1183,22JAN15:09:11:31,Diane,Air Conditioner,Y,Y,112,0:03:37,1,,
ID1184,22JAN15:09:11:31,Becky,Television,Y,Y,85,0:05:24,4,,
ID1185,22JAN15:09:24:29,Martha,Fridge,Y,Y,34,0:06:07,3,,
ID1186,22JAN15:09:24:29,Diane,Television,Y,Y,53,0:05:02,4,,
ID1187,22JAN15:09:48:58,Martha,Television,Y,Y,103,0:02:14,5,,
ID1188,22JAN15:09:48:58,Becky,Washing Machine,Y,Y,98,0:06:53,4,,
ID1189,22JAN15:09:59:02,Becky,Air Conditioner,Y,Y,23,0:04:44,1,,
ID1190,22JAN15:09:59:02,Martha,Fridge,Y,Y,53,0:01:17,2,,
ID1192,22JAN15:10:37:55,Diane,Washing Machine,Y,N,55,0:04:40,4,,
ID1193,22JAN15:11:39:50,Martha,Fridge,Y,Y,77,0:05:02,5,,
ID1194,22JAN15:11:39:50,Becky,Air Conditioner,Y,Y,46,0:06:05,3,,
ID1196,22JAN15:11:42:43,Martha,Toaster,Y,Y,39,0:05:05,4,,
ID1197,22JAN15:11:55:41,Greg,Toaster,Y,Y,13,0:07:00,3,,
ID1198,22JAN15:11:55:41,Jim,Fridge,Y,Y,84,0:05:34,5,,
ID1199,22JAN15:11:55:41,Dan,Fridge,Y,Y,60,0:04:46,3,,
ID1200,22JAN15:11:55:41,Dan,Fridge,Y,Y,32,0:00:35,5,,
ID1204,22JAN15:14:19:41,Dan,Toaster,Y,Y,67,0:06:42,4,,
ID1205,22JAN15:14:22:34,Stewart,Television,Y,N,94,0:03:58,4,,
ID1206,22JAN15:14:22:34,Stewart,Television,Y,Y,92,0:06:10,1,,
ID1207,22JAN15:14:44:10,Becky,Television,Y,Y,35,0:01:10,3,,
ID1208,22JAN15:14:44:10,Diane,Fridge,Y,Y,57,0:01:21,5,,
ID1210,22JAN15:14:48:29,Jim,Fridge,Y,Y,15,0:04:55,4,,
ID1211,22JAN15:14:49:55,Becky,Fridge,Y,N,54,0:03:15,5,,
ID1212,22JAN15:14:49:55,Greg,Toaster,Y,Y,99,0:01:00,1,,
ID1218,22JAN15:16:01:55,Becky,Television,Y,Y,78,0:01:05,5,,
ID1220,22JAN15:16:39:22,Jim,Toaster,Y,N,35,0:05:09,5,,
ID1222,22JAN15:16:50:53,Stewart,Washing Machine,Y,Y,33,0:06:09,5,,
ID1223,22JAN15:16:56:38,Greg,Television,Y,Y,72,0:04:09,5,,
ID1224,22JAN15:16:56:38,Joe,Air Conditioner,Y,N,82,0:05:02,1,,
ID1226,22JAN15:17:25:26,Greg,Toaster,Y,Y,115,0:04:12,5,,
ID1227,22JAN15:17:38:24,Diane,Television,Y,Y,64,0:01:42,3,,
ID1229,22JAN15:17:47:02,Jim,Toaster,Y,Y,71,0:04:01,2,,
ID1230,22JAN15:17:47:02,Becky,Television,Y,N,50,0:05:08,3,,
ID1231,23JAN15:09:31:41,Greg,Television,Y,Y,116,0:01:13,2,,
ID1232,23JAN15:09:31:41,Martha,Fridge,Y,Y,52,0:01:27,5,,
ID1233,23JAN15:09:40:19,Greg,Air Conditioner,Y,Y,112,0:03:37,5,,
ID1234,23JAN15:09:40:19,Stewart,Fridge,Y,Y,116,0:02:42,3,,
ID1235,23JAN15:09:51:50,Becky,Toaster,Y,N,112,0:06:18,2,,
ID1236,23JAN15:09:51:50,Dan,Television,Y,Y,53,0:05:46,4,,
ID1237,23JAN15:09:57:36,Diane,Fridge,Y,Y,12,0:05:31,3,,
ID1238,23JAN15:09:57:36,Joe,Air Conditioner,Y,N,120,0:00:54,4,,
ID1240,23JAN15:10:49:26,Dan,Air Conditioner,Y,Y,118,0:02:49,4,,
ID1241,23JAN15:11:00:58,Jim,Washing Machine,Y,Y,121,0:02:49,2,,
ID1242,23JAN15:11:00:58,Martha,Television,Y,Y,83,0:06:48,5,,
ID1243,23JAN15:11:18:14,Joe,Television,Y,Y,84,0:01:21,5,,
ID1244,23JAN15:11:18:14,Becky,Toaster,Y,N,63,0:05:00,4,,
ID1245,23JAN15:11:29:46,Jim,Air Conditioner,Y,Y,33,0:03:29,3,,
ID1247,23JAN15:11:32:38,Greg,Fridge,Y,N,10,0:01:01,5,,
ID1248,23JAN15:11:32:38,Joe,Fridge,Y,Y,100,0:00:42,5,,
ID1249,23JAN15:11:35:31,Diane,Washing Machine,Y,Y,110,0:05:03,5,,
ID1250,23JAN15:11:35:31,Stewart,Toaster,Y,Y,28,0:05:16,2,,
ID1251,23JAN15:11:36:58,Joe,Fridge,Y,Y,74,0:01:15,3,,
ID1252,23JAN15:11:36:58,Jim,Fridge,Y,Y,18,0:01:21,3,,
ID1253,23JAN15:11:44:10,Becky,Television,Y,Y,22,0:06:12,3,,
ID1255,23JAN15:11:55:41,Martha,Washing Machine,Y,Y,15,0:03:37,3,,
ID1256,23JAN15:11:55:41,Martha,Fridge,Y,Y,120,0:04:12,2,,
ID1257,23JAN15:12:14:24,Martha,Washing Machine,Y,Y,26,0:03:47,3,,
ID1258,23JAN15:12:14:24,Diane,Toaster,Y,Y,33,0:01:44,5,,
ID1259,23JAN15:12:43:12,Dan,Television,Y,Y,18,0:01:14,4,,
ID1260,23JAN15:12:43:12,Greg,Toaster,Y,Y,29,0:05:55,5,,
ID1261,23JAN15:12:54:43,Greg,Toaster,Y,Y,89,0:01:34,2,,
ID1263,23JAN15:13:33:36,Diane,Fridge,Y,Y,44,0:03:12,5,,
ID1264,23JAN15:13:33:36,Diane,Washing Machine,Y,N,62,0:03:33,4,,
ID1265,23JAN15:13:37:55,Dan,Fridge,Y,Y,29,0:01:50,5,,
ID1266,23JAN15:13:37:55,Joe,Fridge,Y,Y,10,0:06:42,5,,
ID1267,23JAN15:14:13:55,Dan,Toaster,Y,Y,75,0:02:00,4,,
ID1269,23JAN15:14:52:48,Dan,Air Conditioner,Y,Y,33,0:01:06,5,,
ID1271,23JAN15:16:01:55,Becky,Toaster,Y,N,56,0:01:58,4,,
ID1273,23JAN15:16:13:26,Stewart,Washing Machine,Y,N,31,0:00:31,3,,
ID1274,23JAN15:16:13:26,Greg,Television,Y,Y,56,0:01:20,2,,
ID1275,23JAN15:16:37:55,Jim,Toaster,Y,Y,53,0:01:43,4,,
ID1276,23JAN15:16:37:55,Diane,Air Conditioner,Y,Y,12,0:05:48,3,,
ID1277,23JAN15:16:45:07,Stewart,Television,Y,Y,53,0:06:03,3,,
ID1278,23JAN15:16:45:07,Diane,Television,Y,Y,116,0:04:58,3,,
ID1279,23JAN15:17:24:00,Joe,Toaster,Y,Y,19,0:01:11,4,,
ID1281,23JAN15:17:41:17,Joe,Television,Y,Y,74,0:05:54,2,,
ID1282,23JAN15:17:41:17,Greg,Television,Y,Y,85,0:02:44,3,,
ID1286,24JAN15:09:05:46,Diane,Television,Y,Y,48,0:06:36,2,,
ID1287,24JAN15:09:05:46,Joe,Toaster,Y,Y,57,0:04:32,3,,
ID1288,24JAN15:09:05:46,Jim,Fridge,Y,N,116,0:05:09,3,,
ID1289,24JAN15:09:12:58,Greg,Fridge,Y,Y,21,0:00:50,1,,
ID1290,24JAN15:09:12:58,Martha,Washing Machine,Y,Y,87,0:02:11,3,,
ID1291,24JAN15:09:20:10,Joe,Air Conditioner,Y,Y,42,0:03:56,3,,
ID1292,24JAN15:09:20:10,Greg,Air Conditioner,Y,Y,86,0:01:28,1,,
ID1293,24JAN15:09:24:29,Joe,Toaster,Y,Y,95,0:03:05,5,,
ID1295,24JAN15:09:54:43,Jim,Air Conditioner,Y,Y,109,0:05:47,3,,
ID1297,24JAN15:10:03:22,Greg,Fridge,Y,Y,104,0:05:35,2,,
ID1298,24JAN15:10:03:22,Martha,Toaster,Y,Y,123,0:01:55,1,,
ID1299,24JAN15:10:04:48,Martha,Television,Y,Y,72,0:05:11,5,,
ID1301,24JAN15:10:04:48,Stewart,Washing Machine,Y,N,28,0:00:52,4,,
ID1302,24JAN15:10:04:48,Dan,Television,Y,Y,124,0:03:13,4,,
ID1303,24JAN15:10:29:17,Jim,Toaster,Y,Y,16,0:04:35,4,,
ID1305,24JAN15:10:32:10,Joe,Fridge,Y,Y,125,0:00:31,3,,
ID1307,24JAN15:11:11:02,Dan,Washing Machine,Y,Y,61,0:03:05,3,,
ID1308,24JAN15:11:11:02,Diane,Television,Y,Y,55,0:06:30,1,,
ID1309,24JAN15:11:42:43,Becky,Air Conditioner,Y,Y,41,0:03:54,4,,
ID1310,24JAN15:11:42:43,Greg,Washing Machine,Y,Y,81,0:06:19,3,,
ID1311,24JAN15:12:21:36,Stewart,Washing Machine,Y,Y,112,0:03:43,3,,
ID1312,24JAN15:12:21:36,Diane,Television,Y,Y,58,0:04:19,4,,
ID1313,24JAN15:12:25:55,Jim,Television,Y,N,61,0:00:42,5,,
ID1314,24JAN15:12:25:55,Becky,Toaster,Y,Y,51,0:06:44,3,,
ID1315,24JAN15:13:00:29,Jim,Television,Y,Y,102,0:03:59,4,,
ID1316,24JAN15:13:00:29,Joe,Toaster,Y,Y,19,0:05:43,4,,
ID1317,24JAN15:13:13:26,Dan,Television,Y,Y,33,0:03:06,2,,
ID1318,24JAN15:13:13:26,Joe,Air Conditioner,Y,Y,113,0:06:04,3,,
ID1319,24JAN15:14:15:22,Diane,Air Conditioner,Y,Y,28,0:03:50,5,,
ID1320,24JAN15:14:15:22,Dan,Air Conditioner,Y,Y,46,0:04:43,1,,
ID1321,24JAN15:14:45:36,Joe,Air Conditioner,Y,Y,76,0:01:09,3,,
